"Caqui", 793.27, 105
"Rabanito", 210.84, 246
"Lechuga", 38.24, 774
"Caqui", 851.92, 105
"Pepino", 40.91, 520
"Durazno", 173.38, 896
"Papa", 18.27, 1100
"Banana", 59.26, 900
"Batata", 21.48, 1020
"Pepino", 37.21, 540
"Alcachofa", 134.37, 348
"Frutilla", 297.86, 276
"Ajo", 954.70, 107
"Alcachofa", 135.57, 303
"Uva", 726.51, 306
"Berenjena", 43.74, 480
"Durazno", 159.20, 904
"Calabaza", 20.42, 752
"Banana", 81.05, 1120
"Zuccini", 79.69, 642
"Higo", 2581.32, 84
"Rabanito", 214.86, 288
"Coliflor", 27.58, 530
"Naranja", 6.95, 970
"Ciruela", 960.70, 819
"Batata", 15.63, 1170
"Kiwi", 445.43, 412
"Esparrago", 608.17, 176
"Mandarina", 15.94, 1130
"Papa", 27.16, 980
"Champignon", 3655.75, 89
"Cebolla", 69.38, 704
"Frambuesa", 1989.04, 92
"Higo", 2464.64, 119
"Calabaza", 34.17, 640
"Esparrago", 636.30, 192
"Batata", 18.54, 1050
"Palta", 483.51, 550
"Mandarina", 15.24, 1170
"Palta", 1145.49, 348
"Naranja", 10.34, 940
"Champignon", 3554.54, 87
"Coliflor", 33.92, 550
"Alcachofa", 149.99, 312
"Cebolla", 51.51, 672
"Cereza", 1036.05, 210
"Caqui", 816.63, 117
"Lechuga", 36.06, 909
"Pepino", 36.41, 480
"Brocoli", 380.71, 388
"Cereza", 1041.10, 188
"Pomelo", 52.19, 909
"Frutilla", 300.89, 294
"Zuccini", 80.26, 534
"Uva", 711.03, 243
"Caqui", 828.30, 83
"Ciruela", 918.13, 729
"Pera", 149.22, 880
"Zanahoria", 29.90, 504
"Morron", 2965.48, 510
"Rabanito", 227.15, 345
"Cebolla", 77.91, 824
"Choclo", 54.44, 273
"Pera", 151.94, 1130
"Champignon", 3495.64, 83
"Frambuesa", 2038.72, 90
"Mandarina", 19.73, 900
"Choclo", 55.41, 357
"Palta", 1107.67, 368
"Caqui", 812.62, 99
"Pomelo", 48.26, 1071
"Lechuga", 37.61, 855
"Pera", 137.10, 1030
"Repollo", 5.41, 602
"Frutilla", 281.24, 321
"Ajo", 937.77, 104
"TomCherry", 577.54, 210
"Esparrago", 627.36, 234
"Melon", 93.27, 460
"Lima", 1405.58, 214
"Lima", 1347.67, 176
"Pomelo", 41.92, 783
"Ajo", 896.57, 107
"Mandarina", 22.03, 980
"Champignon", 3649.45, 80
"Batata", 18.19, 1050
"Naranja", 12.63, 1060
"Champignon", 3543.20, 99
"Lima", 1032.33, 218
"Berenjena", 57.26, 612
"Choclo", 61.30, 315
"Manzana", 126.27, 1140
"Choclo", 63.27, 324
"Lima", 1273.65, 190
"Champignon", 3583.44, 112
"Acelga", 22.70, 945
"Ciruela", 987.26, 873
"Pomelo", 53.99, 765
"Ciruela", 987.65, 729
"Papa", 13.78, 1150
"Apio", 60.97, 273
"Tomate", 713.94, 918
"Esparrago", 615.08, 160
"Lechuga", 39.78, 828
"Palta", 477.65, 530
"Lechuga", 44.30, 801
"Palta", 1115.27, 464
"Durazno", 275.09, 656
"Pera", 144.16, 1010
"Acelga", 22.38, 1071
"Cebolla", 73.02, 720
"Kinoto", 36.07, 216
"TomCherry", 530.24, 168
"Lima", 990.04, 216
"Durazno", 145.15, 736
"Calabaza", 21.79, 960
"Cereza", 1024.55, 186
"Lima", 1003.99, 170
"Sandia", 52.97, 909
"Durazno", 165.82, 928
"Zuccini", 103.91, 516
"Palta", 1121.60, 472
"Palta", 1131.35, 368
"Frambuesa", 2032.04, 81
"Esparrago", 596.55, 190
"Frambuesa", 2083.17, 85
"Lima", 1015.09, 238
"Rabanito", 214.14, 294
"Champignon", 3640.32, 84
"Durazno", 164.55, 896
"Ajo", 906.81, 95
"Durazno", 166.92, 888
"Rabanito", 234.28, 279
"Tomate", 779.24, 792
"Naranja", 5.58, 1040
"Calabaza", 17.01, 912
"Esparrago", 615.84, 166
"Esparrago", 630.55, 210
"Brocoli", 361.09, 416
"Papa", 22.90, 920
"Kinoto", 32.32, 176
"Sandia", 49.83, 927
"Durazno", 144.34, 784
"Cereza", 1004.51, 206
"Sandia", 56.65, 819
"Higo", 2459.53, 113
"Naranja", 17.90, 1120
"Melon", 103.73, 464
"Esparrago", 593.96, 236
"Coliflor", 25.73, 515
"Zuccini", 75.57, 696
"Melon", 108.12, 416
"Frutilla", 286.34, 303
"Pomelo", 52.98, 828
"Mandarina", 19.44, 1110
"Kinoto", 29.06, 162
"Mandarina", 20.84, 880
"Pera", 147.28, 1100
"Esparrago", 586.34, 240
"Palta", 468.97, 570
"Apio", 63.97, 336
"TomCherry", 543.70, 166
"Pera", 152.45, 1180
"Naranja", 13.54, 1120
"Melon", 107.93, 396
"Melon", 117.25, 348
"Pepino", 43.65, 485
"Champignon", 3653.41, 120
"Zuccini", 92.18, 492
"Mandarina", 20.17, 1120
"Esparrago", 648.44, 172
"Kinoto", 35.91, 160
"Cebolla", 70.38, 816
"Higo", 2512.72, 84
"Brocoli", 357.42, 464
"Esparrago", 665.78, 210
"Lechuga", 49.46, 837
"Palta", 1114.73, 452
"Coliflor", 20.30, 580
"Ciruela", 965.56, 1026
"Limon", 318.80, 700
"Zanahoria", 20.49, 648
"Rabanito", 215.45, 327
"Limon", 307.23, 672
"Uva", 755.31, 258
"Palta", 461.31, 430
"Papa", 15.71, 840
"Tomate", 753.66, 918
"Limon", 327.60, 777
"Cebolla", 64.41, 832
"Champignon", 3524.16, 108
"Naranja", 9.45, 1110
"Frambuesa", 2041.25, 113
"Rabanito", 198.13, 300
"Caqui", 821.11, 118
"Berenjena", 63.33, 588
"Berenjena", 46.98, 672
"Brocoli", 403.25, 348
"Uva", 716.13, 345
"Pera", 167.79, 1030
"Caqui", 842.42, 84
"Repollo", 3.35, 658
"Cereza", 1044.83, 170
"Naranja", 15.83, 1070
"Zanahoria", 33.01, 678
"Uva", 688.42, 282
"Sandia", 62.39, 774
"Durazno", 246.27, 736
"Durazno", 154.01, 696
"Caqui", 797.22, 104
"Champignon", 3546.01, 110
"Cereza", 1039.43, 192
"Pepino", 35.03, 445
"Manzana", 142.25, 870
"Sandia", 72.03, 1044
"Champignon", 3613.85, 81
"Cereza", 1059.17, 194
"Sandia", 44.94, 855
"Coliflor", 22.31, 495
"Lima", 1188.13, 210
"Limon", 310.22, 812
"Durazno", 278.56, 784
"Higo", 2487.16, 94
"Coliflor", 26.80, 565
"Batata", 22.36, 900
"Batata", 20.67, 1180
"Lima", 1362.34, 234
"Alcachofa", 138.21, 309
"Rabanito", 230.03, 342
"Durazno", 287.68, 784
"Lima", 1003.82, 168
"Naranja", 8.00, 1050
"Acelga", 20.50, 999
"Kiwi", 443.05, 448
"Sandia", 51.71, 765
"Durazno", 159.49, 864
"Choclo", 38.05, 267
"Zanahoria", 48.86, 684
"Brocoli", 379.72, 476
"Sandia", 54.32, 774
"Zanahoria", 34.63, 606
"Frutilla", 284.26, 291
"Durazno", 165.77, 696
"Palta", 1229.53, 352
"Tomate", 785.07, 945
"Repollo", 4.14, 735
"Brocoli", 321.86, 328
"Acelga", 30.29, 900
"Alcachofa", 127.51, 327
"Kinoto", 38.01, 198
"Banana", 67.81, 820
"Higo", 2508.96, 85
"Melon", 103.31, 440
"Frutilla", 307.61, 255
"Rabanito", 214.90, 303
"Lima", 1252.01, 230
"Durazno", 273.42, 800
"Higo", 2543.74, 90
"Cereza", 1042.82, 198
"Calabaza", 15.92, 840
"Acelga", 20.54, 801
"Rabanito", 195.62, 318
"Champignon", 3486.46, 97
"Choclo", 63.41, 303
"Palta", 539.58, 560
"Papa", 7.88, 820
"Caqui", 828.90, 88
"Lima", 1362.09, 164
"Manzana", 138.13, 1140
"Mandarina", 22.89, 850
"Lima", 1012.87, 176
"Champignon", 3613.99, 94
"Esparrago", 637.67, 208
"Cebolla", 62.19, 864
"Berenjena", 58.97, 588
"Sandia", 62.99, 954
"Calabaza", 28.66, 944
"Zanahoria", 34.36, 690
"Cereza", 1058.46, 198
"Batata", 20.79, 920
"Acelga", 23.43, 819
"Kiwi", 408.17, 468
"Manzana", 146.48, 1020
"Pomelo", 44.61, 1008
"Durazno", 261.65, 864
"Limon", 308.85, 602
"Sandia", 48.83, 738
"Lima", 1345.32, 216
"Lima", 1407.37, 210
"Rabanito", 236.03, 282
"Lechuga", 45.12, 792
"Cereza", 978.30, 236
"Durazno", 169.01, 880
"Pepino", 39.49, 505
"Cebolla", 79.33, 784
"Higo", 2375.71, 111
"Pepino", 28.81, 415
"Higo", 2400.22, 102
"Pera", 146.15, 900
"Frutilla", 295.09, 312
"Apio", 70.20, 309
"Zanahoria", 32.12, 696
"Papa", 21.42, 980
"Pera", 164.98, 910
"Caqui", 817.17, 104
"Ajo", 909.07, 116
"Pera", 129.67, 850
"Higo", 2493.72, 119
"Palta", 1173.10, 372
"Champignon", 3515.74, 91
"Repollo", 2.95, 805
"Uva", 650.92, 318
"Batata", 5.56, 1090
"Zanahoria", 35.77, 630
"Mandarina", 18.06, 1040
"TomCherry", 564.75, 206
"Calabaza", 21.58, 720
"Limon", 315.47, 826
"Caqui", 811.28, 93
"Esparrago", 567.62, 204
"Coliflor", 20.39, 505
"Pera", 164.97, 910
"Pomelo", 43.46, 810
"Berenjena", 60.25, 708
"Brocoli", 375.90, 452
"Morron", 2972.12, 582
"Ajo", 884.49, 116
"Caqui", 807.34, 82
"Frambuesa", 2105.19, 89
"Cereza", 1028.78, 226
"Mandarina", 24.26, 1190
"Limon", 317.28, 770
"Calabaza", 22.97, 824
"Pomelo", 52.87, 1044
"Frutilla", 292.99, 297
"Rabanito", 226.40, 240
"Durazno", 266.61, 800
"Ciruela", 977.31, 1053
"Durazno", 263.92, 800
"Lima", 1019.21, 194
"Palta", 497.79, 530
"Coliflor", 30.99, 525
"Frutilla", 297.09, 327
"Frambuesa", 2096.17, 97
"Apio", 65.30, 288
"Palta", 1145.23, 388
"Caqui", 769.36, 84
"Durazno", 263.58, 864
"Kinoto", 39.57, 170
"Melon", 120.92, 416
"Berenjena", 61.56, 558
"Higo", 2512.01, 110
"Zuccini", 70.97, 600
"Lima", 1214.04, 164
"Lima", 1405.26, 216
"Cereza", 1044.96, 200
"Sandia", 70.72, 837
"Batata", 29.49, 1040
"Morron", 2909.70, 480
"Pomelo", 41.66, 1008
"Kiwi", 425.25, 432
"Sandia", 61.32, 891
"Esparrago", 630.28, 202
"Cebolla", 58.40, 816
"Morron", 2971.68, 624
"Ciruela", 952.45, 801
"Champignon", 3597.88, 119
"Apio", 58.55, 258
"Repollo", 7.27, 693
"Morron", 3038.22, 582
"Lechuga", 34.18, 900
"Apio", 54.89, 345
"Manzana", 123.23, 910
"Banana", 43.31, 810
"Ajo", 913.85, 94
"Apio", 61.81, 240
"Berenjena", 55.44, 546
"Palta", 1133.02, 428
"Palta", 498.75, 535
"Kiwi", 450.25, 376
"Morron", 2936.44, 708
"Mandarina", 10.66, 1120
"Melon", 118.18, 456
"Pomelo", 35.93, 738
"Durazno", 134.31, 904
"Naranja", 14.76, 960
"Durazno", 156.33, 712
"Kinoto", 32.89, 238
"Sandia", 55.63, 1080
"Zuccini", 78.35, 516
"Naranja", 11.77, 1090
"Durazno", 150.12, 640
"Cereza", 966.28, 182
"Ciruela", 902.58, 909
"Sandia", 47.21, 819
"Calabaza", 18.98, 880
"Kiwi", 439.90, 340
"Uva", 719.56, 261
"Kinoto", 36.96, 236
"Caqui", 838.24, 107
"Pera", 124.91, 1000
"Uva", 706.89, 285
"Acelga", 16.36, 918
"Apio", 55.21, 285
"Naranja", 19.19, 1020
"Esparrago", 664.57, 226
"Lima", 1355.48, 200
"Papa", 16.93, 810
"Pepino", 42.44, 405
"Lima", 1167.73, 240
"Calabaza", 20.28, 656
"Mandarina", 30.89, 880
"Champignon", 3535.96, 102
"Pepino", 35.69, 400
"Ajo", 930.46, 87
"Durazno", 263.99, 824
"TomCherry", 540.41, 164
"Papa", 11.69, 830
"Zanahoria", 30.37, 648
"Ajo", 935.85, 99
"Rabanito", 243.57, 264
"Pepino", 42.76, 470
"Kinoto", 24.79, 220
"Durazno", 176.85, 680
"Manzana", 142.04, 820
"Lima", 1239.28, 212
"Ajo", 902.91, 86
"Durazno", 253.70, 792
"Pera", 151.51, 1180
"Frambuesa", 2011.58, 102
"Kiwi", 437.82, 364
"Tomate", 744.72, 729
"Batata", 16.22, 1080
"Palta", 470.55, 400
"Papa", 21.66, 940
"Limon", 331.04, 798
"Acelga", 24.72, 882
"Apio", 65.16, 351
"Kinoto", 44.59, 230
"Mandarina", 22.25, 970
"Durazno", 162.37, 696
"Champignon", 3653.93, 88
"Lechuga", 39.22, 756
"Pomelo", 59.23, 792
"Berenjena", 55.29, 630
"Alcachofa", 133.94, 330
"Manzana", 138.82, 1200
"Kiwi", 461.48, 368
"Kiwi", 404.17, 480
"Frutilla", 312.48, 291
"Higo", 2473.39, 110
"Kiwi", 415.12, 424
"Acelga", 36.10, 819
"Lima", 1034.18, 178
"Durazno", 171.42, 920
"Lima", 1376.51, 240
"Cereza", 1046.29, 208
"Pomelo", 47.86, 783
"Durazno", 163.40, 824
"Lechuga", 43.88, 846
"Durazno", 130.71, 688
"Durazno", 156.57, 888
"Choclo", 66.87, 276
"Brocoli", 325.57, 328
"Pepino", 41.23, 465
"Melon", 99.02, 468
"Pepino", 29.38, 530
"TomCherry", 532.19, 162
"Mandarina", 15.29, 890
"Banana", 77.84, 830
"Zanahoria", 41.38, 660
"Durazno", 174.52, 920
"Brocoli", 350.71, 440
"Brocoli", 369.39, 384
"Choclo", 43.93, 357
"TomCherry", 549.64, 190
"Palta", 469.23, 565
"TomCherry", 530.26, 172
"Esparrago", 609.48, 202
"Repollo", 4.42, 777
"Morron", 2893.33, 678
"Mandarina", 19.65, 1130
"Ciruela", 1060.73, 900
"Banana", 58.11, 1130
"Manzana", 142.47, 910
"Batata", 19.83, 890
"Repollo", 7.29, 616
"Lima", 1222.39, 238
"Apio", 63.54, 354
"Naranja", 17.20, 890
"Berenjena", 53.20, 516
"Lima", 1305.33, 192
"Palta", 1103.50, 320
"Rabanito", 215.71, 243
"Durazno", 145.29, 840
"Palta", 468.70, 600
"Zuccini", 90.59, 696
"Higo", 2466.16, 103
"Berenjena", 51.94, 504
"Morron", 2928.94, 648
"Durazno", 144.61, 640
"Frambuesa", 2055.28, 118
"Calabaza", 21.26, 952
"Cebolla", 72.75, 888
"Pepino", 30.95, 575
"Repollo", 3.49, 567
"TomCherry", 559.96, 176
"Coliflor", 36.05, 450
"Durazno", 265.73, 808
"Pera", 140.26, 1160
"Papa", 18.65, 930
"Lima", 1432.39, 234
"Lima", 1355.31, 236
"Champignon", 3665.25, 120
"Kiwi", 464.57, 452
"Kiwi", 409.16, 432
"Cereza", 1001.87, 216
"Melon", 105.09, 460
"Apio", 46.63, 303
"Pepino", 34.54, 590
"Pomelo", 45.67, 846
"Sandia", 58.36, 1026
"Lechuga", 38.16, 783
"Higo", 2477.38, 102
"Rabanito", 210.82, 294
"Naranja", 9.64, 910
"Caqui", 867.90, 109
"Choclo", 60.60, 306
"Banana", 73.97, 1020
"Uva", 675.31, 282
"Mandarina", 10.54, 800
"Durazno", 156.10, 752
"TomCherry", 531.31, 230
"Berenjena", 54.90, 672
"Rabanito", 225.90, 279
"Naranja", 16.58, 980
"Alcachofa", 136.44, 273
"Brocoli", 396.69, 480
"Pepino", 37.14, 465
"TomCherry", 527.60, 218
"Esparrago", 604.58, 182
"Alcachofa", 125.91, 297
"Pera", 171.48, 860
"Caqui", 868.75, 85
"Manzana", 139.69, 970
"Durazno", 134.72, 768
"Naranja", 10.18, 1130
"Kiwi", 457.08, 380
"Zuccini", 75.07, 684
"Calabaza", 21.36, 712
"Tomate", 709.07, 747
"Naranja", 25.04, 1180
"Higo", 2551.01, 109
"Pera", 128.64, 1030
"Lima", 1213.97, 206
"Cebolla", 64.94, 736
"Cebolla", 69.54, 728
"Morron", 2946.68, 654
"Morron", 2919.43, 558
"Repollo", 2.97, 679
"Ajo", 887.99, 84
"Melon", 98.11, 328
"Choclo", 59.26, 321
"Pera", 149.64, 800
"Higo", 2463.67, 103
"Alcachofa", 128.00, 282
"Durazno", 152.64, 904
"Alcachofa", 136.87, 282
"Pepino", 45.17, 435
"Tomate", 782.75, 990
"Uva", 700.74, 306
"Pera", 143.75, 1000
"Sandia", 65.04, 891
"Naranja", 14.48, 1190
"Acelga", 21.53, 1008
"Durazno", 175.50, 768
"Pera", 132.23, 1120
"Zuccini", 72.22, 666
"Zanahoria", 37.70, 570
"Champignon", 3637.22, 106
"Palta", 477.56, 575
"Coliflor", 18.28, 500
"Mandarina", 23.10, 840
"Mandarina", 13.56, 1030
"Sandia", 54.11, 1071
"Naranja", 8.43, 900
"Pera", 161.21, 1150
"Tomate", 701.19, 882
"Kiwi", 450.36, 376
"Kinoto", 28.88, 190
"Mandarina", 18.38, 1120
"Durazno", 177.00, 896
"Durazno", 157.10, 672
"Apio", 47.26, 273
"Naranja", 5.54, 820
"Esparrago", 600.00, 192
"Lima", 1233.01, 202
"Ajo", 904.79, 81
"Limon", 350.82, 630
"Rabanito", 225.00, 348
"Acelga", 22.23, 738
"Zanahoria", 32.86, 618
"Palta", 471.52, 465
"Durazno", 159.87, 960
"Lima", 1019.64, 200
"Mandarina", 18.58, 1010
"Alcachofa", 148.24, 306
"Cebolla", 54.97, 776
"Zanahoria", 42.96, 504
"Kiwi", 438.36, 348
"Rabanito", 237.51, 303
"Brocoli", 376.99, 420
"Palta", 1166.33, 456
"Caqui", 812.92, 86
"Naranja", 14.35, 890
"Manzana", 146.94, 970
"Melon", 102.87, 412
"Ciruela", 979.33, 954
"Cereza", 1009.52, 188
"Ciruela", 932.90, 1053
"Palta", 482.13, 565
"Uva", 719.14, 360
"Alcachofa", 162.24, 360
"Mandarina", 21.34, 1060
"Morron", 2964.28, 678
"Banana", 76.76, 1190
"Coliflor", 29.21, 440
"Coliflor", 24.98, 515
"Palta", 1154.43, 440
"Zanahoria", 47.78, 720
"Coliflor", 27.70, 460
"Batata", 19.59, 1180
"Batata", 17.49, 1170
"Lima", 1217.59, 176
"Caqui", 813.46, 101
"Durazno", 264.96, 776
"Durazno", 261.76, 776
"Banana", 62.63, 850
"Cebolla", 61.80, 664
"Zuccini", 87.12, 618
"Mandarina", 12.10, 1130
"Lima", 964.42, 194
"Mandarina", 17.90, 1010
"Kiwi", 447.17, 392
"Mandarina", 11.98, 990
"Higo", 2429.44, 109
"Kinoto", 33.89, 168
"Alcachofa", 157.40, 318
"Choclo", 46.90, 246
"Higo", 2524.76, 86
"Manzana", 135.71, 980
"Lima", 1369.35, 166
"Manzana", 126.96, 910
"Apio", 59.24, 357
"Zanahoria", 36.68, 504
"Banana", 63.32, 960
"Pepino", 28.41, 465
"Ciruela", 977.45, 1035
"Durazno", 138.99, 688
"Repollo", 6.76, 567
"Banana", 56.13, 1190
"Mandarina", 20.97, 940
"Esparrago", 648.42, 204
"Banana", 65.55, 970
"Calabaza", 19.43, 656
"Palta", 485.35, 400
"Naranja", 13.52, 900
"Brocoli", 325.88, 452
"Apio", 63.35, 258
"Naranja", 8.03, 810
"Pomelo", 50.52, 765
"Tomate", 743.36, 855
"Acelga", 20.74, 936
"Banana", 63.32, 840
"Repollo", 1.76, 721
"Zanahoria", 22.77, 624
"Zanahoria", 37.90, 720
"Mandarina", 8.91, 960
"Durazno", 162.81, 760
"Pomelo", 51.18, 765
"Palta", 461.72, 595
"Frutilla", 315.96, 246
"Papa", 14.30, 1180
"Naranja", 10.03, 930
"Pomelo", 47.77, 1062
"Durazno", 131.59, 672
"TomCherry", 569.12, 220
"Uva", 695.45, 249
"Apio", 65.22, 291
"Choclo", 64.37, 297
"Lima", 1371.31, 204
"Cebolla", 76.11, 880
"TomCherry", 570.86, 198
"Kinoto", 28.87, 240
"Cebolla", 68.11, 880
"Frutilla", 281.01, 315
"Lechuga", 39.00, 972
"Frambuesa", 2033.05, 107
"Cebolla", 63.08, 768
"Cereza", 1050.59, 174
"Pomelo", 49.92, 1044
"Banana", 69.25, 870
"Brocoli", 366.41, 360
"Coliflor", 23.77, 600
"Ciruela", 990.57, 864
"Tomate", 736.87, 945
"Zanahoria", 34.26, 558
"Melon", 121.50, 456
"Papa", 11.95, 1100
"Berenjena", 56.48, 630
"Esparrago", 659.01, 226
"Lechuga", 44.37, 792
"Brocoli", 357.60, 324
"Apio", 60.25, 303
"Pepino", 28.42, 540
"Kinoto", 30.45, 180
"Durazno", 197.12, 696
"Alcachofa", 133.58, 288
"Durazno", 152.35, 784
"Mandarina", 15.78, 1150
"Naranja", 10.88, 1190
"Mandarina", 14.00, 870
"Tomate", 752.09, 792
"Tomate", 772.08, 729
"Naranja", 17.14, 960
"Kinoto", 33.19, 182
"Champignon", 3634.42, 116
"Repollo", 4.41, 581
"Morron", 2949.66, 654
"Acelga", 27.59, 972
"Acelga", 13.67, 1044
"Ajo", 948.94, 88
"Melon", 90.53, 384
"Mandarina", 24.76, 940
"Pepino", 37.43, 595
"Apio", 58.62, 345
"Palta", 462.83, 505
"Frutilla", 291.06, 324
"Cereza", 1034.64, 174
"Cereza", 1029.25, 168
"Acelga", 23.25, 801
"Brocoli", 382.79, 428
"Papa", 11.87, 1180
"Rabanito", 201.13, 270
"Calabaza", 20.61, 832
"Papa", 13.76, 1180
"Durazno", 268.74, 872
"Batata", 16.74, 940
"Palta", 506.52, 525
"Pomelo", 59.33, 873
"Naranja", 15.20, 1050
"Esparrago", 661.83, 204
"Cebolla", 66.76, 720
"Esparrago", 636.54, 196
"Melon", 126.48, 400
"Lima", 1034.31, 168
"Banana", 69.20, 930
"Frambuesa", 2006.34, 111
"Coliflor", 27.19, 525
"Caqui", 842.11, 80
"Pera", 150.96, 870
"Mandarina", 18.48, 960
"Coliflor", 34.65, 565
"Durazno", 281.40, 832
"Durazno", 131.08, 832
"Lima", 1222.02, 240
"TomCherry", 564.12, 208
"Esparrago", 637.93, 230
"TomCherry", 567.85, 202
"Higo", 2486.12, 114
"Papa", 18.88, 870
"Durazno", 142.10, 656
"Mandarina", 24.20, 1070
"Pepino", 30.60, 520
"Limon", 306.18, 840
"Alcachofa", 127.44, 261
"Rabanito", 221.34, 285
"Cebolla", 60.40, 696
"Batata", 18.86, 860
"Mandarina", 11.74, 1080
"Batata", 25.94, 1050
"Naranja", 12.26, 1080
"Limon", 304.18, 777
"Mandarina", 11.99, 880
"Pera", 149.38, 850
"Melon", 93.06, 364
"Zanahoria", 21.52, 564
"Higo", 2508.76, 88
"Cebolla", 63.53, 800
"Durazno", 260.10, 816
"Berenjena", 50.75, 654
"Lima", 1037.92, 210
"Apio", 55.22, 330
"Rabanito", 209.74, 327
"Pera", 148.66, 840
"TomCherry", 521.90, 190
"Frutilla", 276.44, 252
"Kinoto", 25.79, 226
"Acelga", 18.77, 909
"Manzana", 132.39, 1090
"Batata", 20.01, 870
"Pera", 137.95, 950
"Zanahoria", 38.03, 672
"Papa", 15.53, 840
"Lima", 997.38, 240
"Repollo", 5.90, 798
"Durazno", 162.89, 896
"Lima", 1004.15, 216
"Cereza", 989.07, 174
"TomCherry", 509.88, 236
"Manzana", 132.67, 950
"Caqui", 874.33, 80
"Acelga", 29.87, 954
"TomCherry", 576.22, 204
"Cebolla", 60.23, 816
"Frambuesa", 2034.74, 120
"Limon", 308.78, 833
"Higo", 2498.06, 87
"Brocoli", 369.17, 472
"Champignon", 3652.61, 119
"Durazno", 156.50, 824
"Pera", 138.35, 900
"Durazno", 253.05, 712
"Lima", 1231.74, 164
"Papa", 12.67, 1100
"Ciruela", 951.91, 954
"Lima", 1009.13, 186
"Pera", 164.54, 990
"Apio", 44.02, 342
"Frambuesa", 2142.67, 94
"Manzana", 116.92, 1150
"Kinoto", 23.68, 178
"Choclo", 58.79, 312
"Brocoli", 353.14, 320
"Palta", 1190.79, 376
"Batata", 22.32, 1120
"Cebolla", 77.65, 928
"Frutilla", 304.62, 291
"Repollo", 5.99, 623
"Kinoto", 35.96, 194
"Acelga", 23.27, 999
"Cebolla", 64.24, 704
"Pomelo", 47.89, 1017
"Papa", 10.00, 1170
"Kiwi", 414.48, 400
"Lechuga", 39.01, 1017
"Berenjena", 61.81, 636
"Naranja", 19.63, 810
"Apio", 62.45, 351
"Apio", 63.72, 324
"Repollo", 5.92, 742
"Frambuesa", 2041.80, 84
"Ciruela", 976.10, 1044
"Caqui", 801.92, 81
"Apio", 42.17, 327
"Esparrago", 622.78, 230
"Acelga", 22.22, 972
"Naranja", 16.53, 1110
"Kiwi", 419.11, 376
"Pomelo", 30.13, 729
"Calabaza", 27.99, 816
"Banana", 76.31, 810
"Coliflor", 30.99, 425
"Apio", 59.16, 288
"Durazno", 168.21, 640
"Repollo", 5.02, 602
"Limon", 307.00, 658
